50	-50	0.6	1.5708	-50	50	0.6	1.5708	50	50	0.6	1.5708	-50	-50	0.6	1.5708	
48.8173	-48.8613	0.6	1.5708	-48.8573	48.8253	0.6	1.5708	48.8173	48.8253	0.6	1.5708	-48.8613	-48.8773	0.6	1.5708	
47.6589	-47.7424	0.6	1.5708	-47.7343	47.6587	0.6	1.5708	47.6227	47.6666	0.6	1.5708	-47.7347	-47.7385	0.6	1.5708	
46.4649	-46.6034	0.6	1.5708	-46.6111	46.4883	0.6	1.5708	46.4323	46.5037	0.6	1.5708	-46.5921	-46.5878	0.6	1.5708	
45.2793	-45.4881	0.6	1.5708	-45.4874	45.3061	0.6	1.5708	45.2662	45.3287	0.6	1.5708	-45.4413	-45.4651	0.6	1.5708	
44.0943	-44.3406	0.6	1.5708	-44.3352	44.1401	0.6	1.5708	44.084	44.1578	0.6	1.5708	-44.3228	-44.3423	0.6	1.5708	
42.9376	-43.2129	0.6	1.5708	-43.2149	42.9822	0.6	1.5708	42.9059	42.9908	0.6	1.5708	-43.1763	-43.2116	0.6	1.5708	
41.7652	-42.0971	0.6	1.5708	-42.0863	41.8125	0.6	1.5708	41.7159	41.7957	0.6	1.5708	-42.0379	-42.0847	0.6	1.5708	
40.5812	-40.981	0.6	1.5708	-40.9453	40.6229	0.6	1.5708	40.5419	40.6207	0.6	1.5708	-40.9076	-40.9418	0.6	1.5708	
39.4139	-39.8446	0.6	1.5708	-39.8039	39.4656	0.6	1.5708	39.3598	39.4536	0.6	1.5708	-39.7771	-39.807	0.6	1.5708	
38.2309	-38.708	0.6	1.5708	-38.6703	38.3004	0.6	1.5708	38.1819	38.2745	0.6	1.5708	-38.6507	-38.6921	0.6	1.5708	
37.0684	-37.5593	0.6	1.5708	-37.5283	37.1393	0.6	1.5708	37.02	37.0954	0.6	1.5708	-37.5244	-37.5733	0.6	1.5708	
35.894	-36.4064	0.6	1.5708	-36.4022	35.9463	0.6	1.5708	35.85	35.9324	0.6	1.5708	-36.3741	-36.4503	0.6	1.5708	
34.7279	-35.2654	0.6	1.5708	-35.2674	34.7896	0.6	1.5708	34.676	34.7373	0.6	1.5708	-35.2441	-35.3033	0.6	1.5708	
33.5661	-34.1443	0.6	1.5708	-34.1204	33.6051	0.6	1.5708	33.5099	33.5503	0.6	1.5708	-34.1219	-34.1643	0.6	1.5708	
32.3807	-33.0269	0.6	1.5708	-32.977	32.4168	0.6	1.5708	32.3356	32.3915	0.6	1.5708	-32.9916	-33.0134	0.6	1.5708	
31.192	-31.8733	0.6	1.5708	-31.8531	31.2527	0.6	1.5708	31.1694	31.2005	0.6	1.5708	-31.8731	-31.8786	0.6	1.5708	
30.0397	-30.7273	0.6	1.5708	-30.7047	30.0848	0.6	1.5708	30.003	30.0177	0.6	1.5708	-30.7344	-30.7439	0.6	1.5708	
28.8756	-29.5974	0.6	1.5708	-29.5481	28.9091	0.6	1.5708	28.8404	28.8269	0.6	1.5708	-29.6118	-29.5932	0.6	1.5708	
27.6999	-28.4432	0.6	1.5708	-28.4272	27.7495	0.6	1.5708	27.6776	27.6522	0.6	1.5708	-28.4969	-28.4426	0.6	1.5708	
26.5365	-27.3128	0.6	1.5708	-27.2738	26.5782	0.6	1.5708	26.5066	26.4617	0.6	1.5708	-27.3777	-27.3081	0.6	1.5708	
25.3856	-26.1623	0.6	1.5708	-26.1361	25.419	0.6	1.5708	25.3155	25.2672	0.6	1.5708	-26.2503	-26.1938	0.6	1.5708	
24.2148	-25.0276	0.6	1.5708	-24.9981	24.2439	0.6	1.5708	24.1483	24.0967	0.6	1.5708	-25.123	-25.0754	0.6	1.5708	
23.0565	-23.8888	0.6	1.5708	-23.8396	23.0772	0.6	1.5708	22.9611	22.9063	0.6	1.5708	-23.9799	-23.9289	0.6	1.5708	
21.8905	-22.7417	0.6	1.5708	-22.701	21.8905	0.6	1.5708	21.7978	21.7319	0.6	1.5708	-22.8286	-22.7865	0.6	1.5708	
20.7249	-21.6105	0.6	1.5708	-21.5456	20.7321	0.6	1.5708	20.6144	20.5415	0.6	1.5708	-21.6815	-21.636	0.6	1.5708	
19.5637	-20.4751	0.6	1.5708	-20.4101	19.5538	0.6	1.5708	19.4309	19.3792	0.6	1.5708	-20.5423	-20.5215	0.6	1.5708	
18.3951	-19.3234	0.6	1.5708	-19.254	18.3959	0.6	1.5708	18.2716	18.2128	0.6	1.5708	-19.3994	-19.3829	0.6	1.5708	
17.2267	-18.1915	0.6	1.5708	-18.1297	17.218	0.6	1.5708	17.0762	17.0545	0.6	1.5708	-18.2765	-18.2483	0.6	1.5708	
16.059	-17.0714	0.6	1.5708	-16.9846	16.0645	0.6	1.5708	15.8973	15.8839	0.6	1.5708	-17.1255	-17.1258	0.6	1.5708	
14.884	-15.9349	0.6	1.5708	-15.8313	14.9032	0.6	1.5708	14.7224	14.7053	0.6	1.5708	-15.9788	-16.0071	0.6	1.5708	
13.7097	-14.782	0.6	1.5708	-14.6697	13.726	0.6	1.5708	13.5515	13.5427	0.6	1.5708	-14.8644	-14.8842	0.6	1.5708	
12.5318	-13.661	0.6	1.5708	-13.5236	12.541	0.6	1.5708	12.3607	12.348	0.6	1.5708	-13.7179	-13.7494	0.6	1.5708	
11.3509	-12.5154	0.6	1.5708	-12.3809	11.3763	0.6	1.5708	11.1739	11.1734	0.6	1.5708	-12.5716	-12.6105	0.6	1.5708	
10.1787	-11.3616	0.6	1.5708	-11.2377	10.2159	0.6	1.5708	9.98716	9.9947	0.6	1.5708	-11.4574	-11.4716	0.6	1.5708	
9.00695	-10.2035	0.6	1.5708	-10.0741	9.02776	0.6	1.5708	8.82456	8.80395	0.6	1.5708	-10.3309	-10.3528	0.6	1.5708	
7.83171	-9.08111	0.6	1.5708	-8.93386	7.85588	0.6	1.5708	7.62959	7.62138	0.6	1.5708	-9.18044	-9.23395	0.6	1.5708	
6.68946	-7.93427	0.6	1.5708	-7.76895	6.68035	0.6	1.5708	6.44678	6.45874	0.6	1.5708	-8.06644	-8.0989	0.6	1.5708	
5.53548	-6.7873	0.6	1.5708	-6.62361	5.49304	0.6	1.5708	5.25224	5.27996	0.6	1.5708	-6.92817	-6.97598	0.6	1.5708	
4.38193	-5.63611	0.6	1.5708	-5.47338	4.33018	0.6	1.5708	4.09393	4.11706	0.6	1.5708	-5.78611	-5.85296	0.6	1.5708	
3.85826	-4.80091	0.6	1.5708	-4.64081	3.80953	0.6	1.5708	2.67649	2.65019	0.6	1.5708	-4.66433	-4.7098	0.6	1.5708	
3.55201	-4.44015	0.6	1.5708	-4.32207	3.45681	0.6	1.5708	1.24759	1.19498	0.6	1.5708	-3.25478	-3.29893	0.6	1.5708	
3.16347	-4.68953	0.6	1.5708	-4.62395	3.0529	0.6	1.5708	1.19382	1.1693	0.6	1.5708	-4.03148	-4.02899	0.6	1.5708	
2.41365	-4.90936	0.6	1.5708	-4.88517	2.33249	0.6	1.5708	0.985732	1.01211	0.6	1.5708	-4.54916	-4.52729	0.6	1.5708	
1.6565	-5.1505	0.6	1.5708	-5.19805	1.60757	0.6	1.5708	0.758207	0.809587	0.6	1.5708	-5.10725	-5.08178	0.6	1.5708	
0.882187	-5.40655	0.6	1.5708	-5.52033	0.879705	0.6	1.5708	0.467681	0.568873	0.6	1.5708	-5.67622	-5.66914	0.6	1.5708	
0.135523	-5.70743	0.6	1.5708	-5.85697	0.164441	0.6	1.5708	0.161845	0.296714	0.6	1.5708	-6.26626	-6.26751	0.6	1.5708	
-0.55128	-6.00857	0.6	1.5708	-6.18996	-0.470569	0.6	1.5708	-0.184227	-0.00150914	0.6	1.5708	-6.89018	-6.87156	0.6	1.5708	
-1.19037	-6.3167	0.6	1.5708	-6.55501	-1.05493	0.6	1.5708	-0.552348	-0.346497	0.6	1.5708	-7.51213	-7.44169	0.6	1.5708	
-1.81178	-6.6434	0.6	1.5708	-6.93404	-1.59513	0.6	1.5708	-0.98476	-0.71258	0.6	1.5708	-8.09727	-7.96012	0.6	1.5708	
-2.4157	-7.02022	0.6	1.5708	-7.36192	-2.10902	0.6	1.5708	-1.43583	-1.10463	0.6	1.5708	-8.67986	-8.43193	0.6	1.5708	
-3.00774	-7.40073	0.6	1.5708	-7.82332	-2.61354	0.6	1.5708	-1.89651	-1.50849	0.6	1.5708	-9.2437	-8.87498	0.6	1.5708	
-3.61534	-7.79239	0.6	1.5708	-8.30424	-3.12204	0.6	1.5708	-2.40124	-1.91644	0.6	1.5708	-9.8159	-9.32497	0.6	1.5708	
-4.20425	-8.2038	0.6	1.5708	-8.79849	-3.60559	0.6	1.5708	-2.94855	-2.34259	0.6	1.5708	-10.3701	-9.77143	0.6	1.5708	
-4.7916	-8.66225	0.6	1.5708	-9.34599	-4.12928	0.6	1.5708	-3.49574	-2.78118	0.6	1.5708	-10.9337	-10.2278	0.6	1.5708	
-5.38791	-9.12547	0.6	1.5708	-9.91481	-4.66583	0.6	1.5708	-4.07041	-3.24288	0.6	1.5708	-11.4846	-10.6955	0.6	1.5708	
-5.99568	-9.62359	0.6	1.5708	-10.5021	-5.22688	0.6	1.5708	-4.6928	-3.73292	0.6	1.5708	-12.0306	-11.1915	0.6	1.5708	
-6.63789	-10.125	0.6	1.5708	-11.1213	-5.79486	0.6	1.5708	-5.32795	-4.24313	0.6	1.5708	-12.5817	-11.7365	0.6	1.5708	
-7.25924	-10.6651	0.6	1.5708	-11.752	-6.38304	0.6	1.5708	-6.00189	-4.78869	0.6	1.5708	-13.1666	-12.2922	0.6	1.5708	
-7.87955	-11.2488	0.6	1.5708	-12.4416	-6.97363	0.6	1.5708	-6.64742	-5.36496	0.6	1.5708	-13.7701	-12.8736	0.6	1.5708	
-8.52748	-11.8335	0.6	1.5708	-13.111	-7.58413	0.6	1.5708	-7.33911	-5.94275	0.6	1.5708	-14.3965	-13.4837	0.6	1.5708	
-9.19075	-12.4572	0.6	1.5708	-13.7952	-8.22876	0.6	1.5708	-8.02811	-6.52603	0.6	1.5708	-15.0314	-14.103	0.6	1.5708	
-9.8846	-13.0789	0.6	1.5708	-14.5042	-8.88091	0.6	1.5708	-8.7223	-7.17141	0.6	1.5708	-15.7014	-14.7788	0.6	1.5708	
-10.6141	-13.7144	0.6	1.5708	-15.2139	-9.57765	0.6	1.5708	-9.46778	-7.83594	0.6	1.5708	-16.4118	-15.4565	0.6	1.5708	
-11.3667	-14.4084	0.6	1.5708	-15.9765	-10.2653	0.6	1.5708	-10.248	-8.49991	0.6	1.5708	-17.1315	-16.1572	0.6	1.5708	
-12.1225	-15.1139	0.6	1.5708	-16.7865	-10.9709	0.6	1.5708	-11.0391	-9.19196	0.6	1.5708	-17.8899	-16.8605	0.6	1.5708	
-12.9039	-15.8208	0.6	1.5708	-17.6178	-11.6845	0.6	1.5708	-11.8822	-9.904	0.6	1.5708	-18.6572	-17.5989	0.6	1.5708	
-13.6994	-16.5666	0.6	1.5708	-18.4597	-12.4099	0.6	1.5708	-12.7382	-10.6497	0.6	1.5708	-19.4391	-18.3689	0.6	1.5708	
