5	-5	0.6	1.5708	-5	5	0.6	1.5708	5	5	0.6	1.5708	-5	-5	0.6	1.5708	-5	0	0.6	1.5708	5	0	0.6	1.5708	0	5	0.6	1.5708	0	-5	0.6	1.5708	
4.74106	-4.78506	0.6	1.5708	-4.78106	4.74906	0.6	1.5708	4.74106	4.74906	0.6	1.5708	-4.78506	-4.80106	0.6	1.5708	-4.604	-0.036	0.6	1.5708	4.568	-0.012	0.6	1.5708	-0.04	4.71316	0.6	1.5708	-0.028	-4.73316	0.6	1.5708	
4.47844	-4.59826	0.6	1.5708	-4.64899	4.48103	0.6	1.5708	4.47567	4.51126	0.6	1.5708	-4.62431	-4.61936	0.6	1.5708	-4.23715	-0.106374	0.6	1.5708	4.13631	-0.0556858	0.6	1.5708	-0.0802285	4.29415	0.6	1.5708	-0.0587711	-4.36605	0.6	1.5708	
4.2196	-4.45014	0.6	1.5708	-4.5335	4.22254	0.6	1.5708	4.21991	4.26811	0.6	1.5708	-4.50578	-4.51624	0.6	1.5708	-3.84421	-0.18368	0.6	1.5708	3.7017	-0.0929726	0.6	1.5708	-0.156453	3.88558	0.6	1.5708	-0.109698	-3.99236	0.6	1.5708	
3.97408	-4.36045	0.6	1.5708	-4.48203	3.97096	0.6	1.5708	3.95247	4.01606	0.6	1.5708	-4.39978	-4.44458	0.6	1.5708	-3.48219	-0.292219	0.6	1.5708	3.28792	-0.171114	0.6	1.5708	-0.247833	3.472	0.6	1.5708	-0.205307	-3.61083	0.6	1.5708	
3.75506	-4.30635	0.6	1.5708	-4.45976	3.75006	0.6	1.5708	3.69399	3.77991	0.6	1.5708	-4.31518	-4.40372	0.6	1.5708	-3.35791	-0.399866	0.6	1.5708	2.96429	-0.264084	0.6	1.5708	-0.373902	3.1338	0.6	1.5708	-0.318289	-3.49292	0.6	1.5708	
3.54736	-4.2985	0.6	1.5708	-4.49461	3.53866	0.6	1.5708	3.45493	3.56441	0.6	1.5708	-4.32246	-4.43351	0.6	1.5708	-3.35407	-0.490161	0.6	1.5708	2.64913	-0.399166	0.6	1.5708	-0.513214	2.84158	0.6	1.5708	-0.408807	-3.46368	0.6	1.5708	
3.36237	-4.35419	0.6	1.5708	-4.58505	3.34593	0.6	1.5708	3.2287	3.32392	0.6	1.5708	-4.37787	-4.48715	0.6	1.5708	-3.41447	-0.624707	0.6	1.5708	2.37851	-0.551948	0.6	1.5708	-0.663936	2.56385	0.6	1.5708	-0.540814	-3.50566	0.6	1.5708	
3.15701	-4.52008	0.6	1.5708	-4.71311	3.11905	0.6	1.5708	3.02432	3.12485	0.6	1.5708	-4.50414	-4.58393	0.6	1.5708	-3.56336	-0.744443	0.6	1.5708	2.07502	-0.707358	0.6	1.5708	-0.841075	2.28862	0.6	1.5708	-0.693552	-3.61065	0.6	1.5708	
3.00972	-4.67819	0.6	1.5708	-4.88265	2.92055	0.6	1.5708	2.82901	2.92778	0.6	1.5708	-4.68808	-4.72904	0.6	1.5708	-3.7361	-0.899659	0.6	1.5708	1.83726	-0.904049	0.6	1.5708	-1.02061	2.01911	0.6	1.5708	-0.874502	-3.745	0.6	1.5708	
2.87304	-4.85719	0.6	1.5708	-5.09932	2.74117	0.6	1.5708	2.64486	2.72181	0.6	1.5708	-4.93415	-4.9041	0.6	1.5708	-3.94849	-1.08152	0.6	1.5708	1.64286	-1.11253	0.6	1.5708	-1.2202	1.75078	0.6	1.5708	-1.0678	-3.99134	0.6	1.5708	
2.78457	-5.06203	0.6	1.5708	-5.307	2.59061	0.6	1.5708	2.41122	2.49589	0.6	1.5708	-5.1977	-5.14806	0.6	1.5708	-4.24031	-1.27627	0.6	1.5708	1.41947	-1.33576	0.6	1.5708	-1.43734	1.54647	0.6	1.5708	-1.29102	-4.28484	0.6	1.5708	
2.72094	-5.27208	0.6	1.5708	-5.50205	2.46016	0.6	1.5708	2.17068	2.25191	0.6	1.5708	-5.46041	-5.38787	0.6	1.5708	-4.51069	-1.50804	0.6	1.5708	1.14307	-1.60935	0.6	1.5708	-1.68008	1.31032	0.6	1.5708	-1.54481	-4.5333	0.6	1.5708	
2.69394	-5.47077	0.6	1.5708	-5.70963	2.34352	0.6	1.5708	1.91775	1.9829	0.6	1.5708	-5.72661	-5.63258	0.6	1.5708	-4.78669	-1.76651	0.6	1.5708	0.876308	-1.90361	0.6	1.5708	-1.95497	1.04881	0.6	1.5708	-1.8093	-4.86883	0.6	1.5708	
2.692	-5.63	0.6	1.5708	-5.92653	2.27269	0.6	1.5708	1.68425	1.73924	0.6	1.5708	-6.0139	-5.91013	0.6	1.5708	-5.11921	-2.0261	0.6	1.5708	0.556734	-2.20535	0.6	1.5708	-2.25898	0.769962	0.6	1.5708	-2.10453	-5.19001	0.6	1.5708	
2.73989	-5.70815	0.6	1.5708	-6.14786	2.26737	0.6	1.5708	1.43057	1.49167	0.6	1.5708	-6.31587	-6.20899	0.6	1.5708	-5.43958	-2.3273	0.6	1.5708	0.255036	-2.47547	0.6	1.5708	-2.54428	0.495004	0.6	1.5708	-2.3764	-5.52663	0.6	1.5708	
2.79237	-5.64946	0.6	1.5708	-6.28593	2.29549	0.6	1.5708	1.18509	1.252	0.6	1.5708	-6.62412	-6.53771	0.6	1.5708	-5.76387	-2.6446	0.6	1.5708	-0.0409634	-2.7568	0.6	1.5708	-2.84171	0.200967	0.6	1.5708	-2.62101	-5.86915	0.6	1.5708	
2.80904	-5.53707	0.6	1.5708	-6.33633	2.38774	0.6	1.5708	0.923804	1.00024	0.6	1.5708	-6.87703	-6.86997	0.6	1.5708	-6.08312	-2.93096	0.6	1.5708	-0.326771	-3.01243	0.6	1.5708	-3.13092	-0.0825744	0.6	1.5708	-2.88584	-6.21598	0.6	1.5708	
2.79934	-5.36498	0.6	1.5708	-6.2622	2.48862	0.6	1.5708	0.686837	0.73232	0.6	1.5708	-7.15986	-7.21429	0.6	1.5708	-6.41311	-3.2422	0.6	1.5708	-0.616932	-3.27271	0.6	1.5708	-3.43112	-0.360236	0.6	1.5708	-3.12692	-6.5685	0.6	1.5708	
2.78214	-5.1715	0.6	1.5708	-6.12676	2.58147	0.6	1.5708	0.429124	0.492769	0.6	1.5708	-7.44308	-7.55184	0.6	1.5708	-6.71563	-3.53731	0.6	1.5708	-0.913163	-3.55147	0.6	1.5708	-3.72325	-0.616514	0.6	1.5708	-3.36616	-6.91863	0.6	1.5708	
2.69538	-4.9291	0.6	1.5708	-5.96902	2.67001	0.6	1.5708	0.195978	0.252937	0.6	1.5708	-7.70523	-7.89597	0.6	1.5708	-6.93271	-3.90604	0.6	1.5708	-1.18492	-3.79034	0.6	1.5708	-3.98722	-0.890164	0.6	1.5708	-3.61261	-7.25941	0.6	1.5708	
2.5359	-4.7056	0.6	1.5708	-5.70416	2.65868	0.6	1.5708	-0.0692838	0.00116217	0.6	1.5708	-7.92931	-8.23399	0.6	1.5708	-7.12206	-4.29503	0.6	1.5708	-1.42311	-4.04397	0.6	1.5708	-4.25258	-1.11987	0.6	1.5708	-3.84875	-7.55686	0.6	1.5708	
2.34716	-4.49273	0.6	1.5708	-5.42083	2.59668	0.6	1.5708	-0.33804	-0.254862	0.6	1.5708	-8.15549	-8.58769	0.6	1.5708	-7.26834	-4.67594	0.6	1.5708	-1.70949	-4.29476	0.6	1.5708	-4.51781	-1.38509	0.6	1.5708	-4.09777	-7.85362	0.6	1.5708	
2.13512	-4.26461	0.6	1.5708	-5.15615	2.43516	0.6	1.5708	-0.606257	-0.519152	0.6	1.5708	-8.36711	-8.95999	0.6	1.5708	-7.40593	-5.057	0.6	1.5708	-1.98942	-4.56779	0.6	1.5708	-4.76292	-1.65209	0.6	1.5708	-4.3068	-8.14777	0.6	1.5708	
1.97722	-4.03768	0.6	1.5708	-4.90226	2.20772	0.6	1.5708	-0.912534	-0.685434	0.6	1.5708	-8.56837	-9.33652	0.6	1.5708	-7.56421	-5.4119	0.6	1.5708	-2.27256	-4.84986	0.6	1.5708	-4.99751	-1.92077	0.6	1.5708	-4.51436	-8.45772	0.6	1.5708	
1.80512	-3.80272	0.6	1.5708	-4.64182	2.09316	0.6	1.5708	-1.26031	-0.960027	0.6	1.5708	-8.76683	-9.69648	0.6	1.5708	-7.7124	-5.76171	0.6	1.5708	-2.49416	-5.07902	0.6	1.5708	-5.25208	-2.20673	0.6	1.5708	-4.72742	-8.76816	0.6	1.5708	
1.66548	-3.56276	0.6	1.5708	-4.38201	2.0082	0.6	1.5708	-1.58626	-1.21074	0.6	1.5708	-8.97216	-10.047	0.6	1.5708	-7.87571	-6.08934	0.6	1.5708	-2.72196	-5.34581	0.6	1.5708	-5.56972	-2.47532	0.6	1.5708	-4.91902	-9.06237	0.6	1.5708	
1.56	-3.35436	0.6	1.5708	-4.10568	1.95645	0.6	1.5708	-1.95035	-1.46118	0.6	1.5708	-9.1592	-10.3889	0.6	1.5708	-8.03022	-6.44056	0.6	1.5708	-2.93521	-5.62034	0.6	1.5708	-5.90676	-2.72925	0.6	1.5708	-5.11046	-9.36391	0.6	1.5708	
1.43605	-3.12654	0.6	1.5708	-3.87343	1.92732	0.6	1.5708	-2.28686	-1.71377	0.6	1.5708	-9.33781	-10.73	0.6	1.5708	-8.19046	-6.79634	0.6	1.5708	-3.09171	-5.9066	0.6	1.5708	-6.31029	-2.91854	0.6	1.5708	-5.26513	-9.65659	0.6	1.5708	
1.25588	-2.87887	0.6	1.5708	-3.60262	1.88245	0.6	1.5708	-2.62352	-1.97398	0.6	1.5708	-9.4765	-11.1075	0.6	1.5708	-8.30794	-7.11429	0.6	1.5708	-3.18515	-6.18309	0.6	1.5708	-6.71469	-3.1114	0.6	1.5708	-5.39904	-9.93482	0.6	1.5708	
1.05605	-2.66824	0.6	1.5708	-3.32367	1.77161	0.6	1.5708	-2.93168	-2.2187	0.6	1.5708	-9.60563	-11.4561	0.6	1.5708	-8.41175	-7.37439	0.6	1.5708	-3.20029	-6.43661	0.6	1.5708	-7.09279	-3.28241	0.6	1.5708	-5.51614	-10.206	0.6	1.5708	
0.849027	-2.46129	0.6	1.5708	-3.05121	1.5664	0.6	1.5708	-3.19591	-2.43592	0.6	1.5708	-9.72387	-11.7451	0.6	1.5708	-8.48594	-7.6	0.6	1.5708	-3.17896	-6.65242	0.6	1.5708	-7.40964	-3.54644	0.6	1.5708	-5.6121	-10.4592	0.6	1.5708	
0.619102	-2.21791	0.6	1.5708	-2.80518	1.3207	0.6	1.5708	-3.43321	-2.71141	0.6	1.5708	-9.85458	-11.9821	0.6	1.5708	-8.59157	-7.87535	0.6	1.5708	-3.14081	-6.80683	0.6	1.5708	-7.70087	-3.81452	0.6	1.5708	-5.65517	-10.6503	0.6	1.5708	
0.583538	-2.14548	0.6	1.5708	-2.72143	1.28627	0.6	1.5708	-3.64158	-2.96449	0.6	1.5708	-9.90848	-12.2465	0.6	1.5708	-8.7086	-8.14889	0.6	1.5708	-3.10952	-6.98762	0.6	1.5708	-7.96208	-4.1077	0.6	1.5708	-5.65806	-10.7857	0.6	1.5708	
0.549101	-2.09366	0.6	1.5708	-2.61545	1.28074	0.6	1.5708	-3.83648	-3.24947	0.6	1.5708	-9.86261	-12.5602	0.6	1.5708	-8.85424	-8.46817	0.6	1.5708	-3.07892	-7.18439	0.6	1.5708	-8.15578	-4.4077	0.6	1.5708	-5.67329	-10.8907	0.6	1.5708	
0.493304	-2.06622	0.6	1.5708	-2.51149	1.26559	0.6	1.5708	-4.03862	-3.50945	0.6	1.5708	-9.7705	-12.8725	0.6	1.5708	-9.00363	-8.79316	0.6	1.5708	-3.05	-7.42779	0.6	1.5708	-8.33186	-4.76037	0.6	1.5708	-5.67599	-10.9848	0.6	1.5708	
0.445569	-2.06544	0.6	1.5708	-2.39958	1.28238	0.6	1.5708	-4.2206	-3.77879	0.6	1.5708	-9.61407	-13.2142	0.6	1.5708	-9.1705	-9.13521	0.6	1.5708	-2.95043	-7.59874	0.6	1.5708	-8.46538	-5.12166	0.6	1.5708	-5.69704	-11.1147	0.6	1.5708	
0.354525	-2.08268	0.6	1.5708	-2.25355	1.32513	0.6	1.5708	-4.38048	-4.05103	0.6	1.5708	-9.44451	-13.5422	0.6	1.5708	-9.33483	-9.50314	0.6	1.5708	-2.85388	-7.7424	0.6	1.5708	-8.59073	-5.49902	0.6	1.5708	-5.70343	-11.1746	0.6	1.5708	
0.207097	-2.12494	0.6	1.5708	-2.05751	1.37136	0.6	1.5708	-4.51638	-4.27683	0.6	1.5708	-9.30052	-13.8787	0.6	1.5708	-9.52358	-9.8719	0.6	1.5708	-2.7229	-7.87574	0.6	1.5708	-8.65794	-5.91898	0.6	1.5708	-5.73224	-11.1918	0.6	1.5708	
0.0345714	-2.18568	0.6	1.5708	-1.85774	1.40486	0.6	1.5708	-4.64511	-4.46146	0.6	1.5708	-9.15404	-14.2398	0.6	1.5708	-9.67928	-10.2652	0.6	1.5708	-2.59097	-7.95937	0.6	1.5708	-8.69323	-6.34858	0.6	1.5708	-5.77671	-11.1218	0.6	1.5708	
-0.123744	-2.27956	0.6	1.5708	-1.64476	1.42007	0.6	1.5708	-4.74009	-4.60917	0.6	1.5708	-8.98649	-14.6007	0.6	1.5708	-9.86566	-10.6518	0.6	1.5708	-2.4278	-7.97654	0.6	1.5708	-8.70138	-6.74138	0.6	1.5708	-5.83948	-10.93	0.6	1.5708	
-0.2027	-2.39854	0.6	1.5708	-1.44905	1.41586	0.6	1.5708	-4.83207	-4.71934	0.6	1.5708	-8.75892	-14.8744	0.6	1.5708	-10.0121	-11.0418	0.6	1.5708	-2.26397	-7.93115	0.6	1.5708	-8.62694	-7.13961	0.6	1.5708	-5.84263	-10.6735	0.6	1.5708	
-0.338566	-2.52791	0.6	1.5708	-1.20771	1.36318	0.6	1.5708	-4.87765	-4.81547	0.6	1.5708	-8.47934	-15.1253	0.6	1.5708	-10.123	-11.4092	0.6	1.5708	-2.13198	-7.80836	0.6	1.5708	-8.67893	-7.386	0.6	1.5708	-5.73777	-10.5729	0.6	1.5708	
-0.528725	-2.68047	0.6	1.5708	-0.966819	1.28985	0.6	1.5708	-4.88165	-4.82347	0.6	1.5708	-8.17687	-15.2765	0.6	1.5708	-10.0879	-11.7701	0.6	1.5708	-2.02292	-7.69942	0.6	1.5708	-8.69452	-7.56452	0.6	1.5708	-5.62653	-10.423	0.6	1.5708	
-0.713258	-2.83622	0.6	1.5708	-0.716097	1.16378	0.6	1.5708	-4.90965	-4.84747	0.6	1.5708	-7.87596	-15.47	0.6	1.5708	-9.94563	-12.0404	0.6	1.5708	-1.9262	-7.56299	0.6	1.5708	-8.66858	-7.61197	0.6	1.5708	-5.52722	-10.2777	0.6	1.5708	
-0.934538	-2.96042	0.6	1.5708	-0.477534	1.0028	0.6	1.5708	-4.92165	-4.88347	0.6	1.5708	-7.57756	-15.6588	0.6	1.5708	-9.73713	-12.1707	0.6	1.5708	-1.85388	-7.53578	0.6	1.5708	-8.66407	-7.60741	0.6	1.5708	-5.40954	-10.11	0.6	1.5708	
-1.12264	-3.09186	0.6	1.5708	-0.267429	0.814658	0.6	1.5708	-4.96165	-4.90747	0.6	1.5708	-7.28293	-15.7892	0.6	1.5708	-9.49936	-12.1978	0.6	1.5708	-1.75886	-7.54713	0.6	1.5708	-8.65043	-7.60865	0.6	1.5708	-5.33184	-9.98367	0.6	1.5708	
-1.2602	-3.23858	0.6	1.5708	-0.0587985	0.57887	0.6	1.5708	-4.98165	-4.91147	0.6	1.5708	-6.9742	-15.8539	0.6	1.5708	-9.27169	-12.168	0.6	1.5708	-1.69449	-7.57787	0.6	1.5708	-8.63658	-7.61943	0.6	1.5708	-5.27284	-9.88715	0.6	1.5708	
-1.35818	-3.39242	0.6	1.5708	0.117107	0.332769	0.6	1.5708	-5.01765	-4.94347	0.6	1.5708	-6.70936	-15.8278	0.6	1.5708	-9.06453	-12.139	0.6	1.5708	-1.65886	-7.6508	0.6	1.5708	-8.63472	-7.59731	0.6	1.5708	-5.23847	-9.83535	0.6	1.5708	
-1.43018	-3.57242	0.6	1.5708	0.326501	0.0553451	0.6	1.5708	-5.04565	-4.95547	0.6	1.5708	-6.4742	-15.7668	0.6	1.5708	-8.94654	-12.0869	0.6	1.5708	-1.6125	-7.76725	0.6	1.5708	-8.62713	-7.59406	0.6	1.5708	-5.24668	-9.7777	0.6	1.5708	
-1.4349	-3.77523	0.6	1.5708	0.521366	-0.209402	0.6	1.5708	-5.05365	-4.97147	0.6	1.5708	-6.27243	-15.6101	0.6	1.5708	-8.86842	-12.0433	0.6	1.5708	-1.60232	-7.92234	0.6	1.5708	-8.65346	-7.5583	0.6	1.5708	-5.26929	-9.74703	0.6	1.5708	
-1.36354	-4.02288	0.6	1.5708	0.717949	-0.46535	0.6	1.5708	-5.08965	-4.98347	0.6	1.5708	-6.08953	-15.406	0.6	1.5708	-8.87869	-11.9744	0.6	1.5708	-1.587	-8.09469	0.6	1.5708	-8.69042	-7.5225	0.6	1.5708	-5.32326	-9.72286	0.6	1.5708	
