0.932479	-2.23777	0.6	1.5708	-1.65324	-5.38011	0.6	1.5708	-3.85199	2.46507	0.6	1.5708	1.77629	2.99695	0.6	1.5708	4.91835	0.164069	0.6	1.5708	
-0.110418	-1.01821	0.6	1.5708	-0.57773	-5.71386	0.6	1.5708	-4.0802	1.02315	0.6	1.5708	2.38503	3.37756	0.6	1.5708	4.91435	0.152069	0.6	1.5708	
-0.738297	0.163989	0.6	1.5708	0.525816	-5.59909	0.6	1.5708	-4.74807	-0.19445	0.6	1.5708	2.89202	3.67405	0.6	1.5708	4.91035	0.128069	0.6	1.5708	
-1.59634	1.09566	0.6	1.5708	1.38865	-5.48327	0.6	1.5708	-5.21408	-1.23909	0.6	1.5708	3.27362	3.93124	0.6	1.5708	4.90235	0.108069	0.6	1.5708	
-2.31707	1.87253	0.6	1.5708	2.09492	-5.41462	0.6	1.5708	-5.17927	-2.01127	0.6	1.5708	3.6029	4.10899	0.6	1.5708	4.86635	0.0880688	0.6	1.5708	
-2.85766	2.49002	0.6	1.5708	2.65194	-5.33969	0.6	1.5708	-5.17941	-2.64902	0.6	1.5708	3.85432	4.24719	0.6	1.5708	4.84235	0.0640688	0.6	1.5708	
-3.31012	2.96802	0.6	1.5708	3.10955	-5.28775	0.6	1.5708	-5.17153	-3.15521	0.6	1.5708	4.07145	4.37775	0.6	1.5708	4.83835	0.0480688	0.6	1.5708	
-3.6801	3.33842	0.6	1.5708	3.47564	-5.2382	0.6	1.5708	-5.15723	-3.53617	0.6	1.5708	4.23316	4.4662	0.6	1.5708	4.83035	0.0280688	0.6	1.5708	
-3.94808	3.65873	0.6	1.5708	3.76051	-5.21856	0.6	1.5708	-5.13378	-3.83694	0.6	1.5708	4.35853	4.53696	0.6	1.5708	4.82235	0.0240688	0.6	1.5708	
-4.17446	3.90299	0.6	1.5708	3.98041	-5.20285	0.6	1.5708	-5.13502	-4.07755	0.6	1.5708	4.47082	4.58957	0.6	1.5708	4.79835	0.0160688	0.6	1.5708	
-4.34757	4.11439	0.6	1.5708	4.18033	-5.17428	0.6	1.5708	-5.12002	-4.27804	0.6	1.5708	4.55266	4.64366	0.6	1.5708	4.75835	-0.0119312	0.6	1.5708	
-4.51806	4.28751	0.6	1.5708	4.31226	-5.15942	0.6	1.5708	-5.12002	-4.46243	0.6	1.5708	4.62213	4.71093	0.6	1.5708	4.73435	-0.0279312	0.6	1.5708	
-4.61844	4.39801	0.6	1.5708	4.41781	-5.15154	0.6	1.5708	-5.10801	-4.58194	0.6	1.5708	4.6777	4.74474	0.6	1.5708	4.72635	-0.0639312	0.6	1.5708	
-4.72676	4.51041	0.6	1.5708	4.53025	-5.14923	0.6	1.5708	-5.10241	-4.67356	0.6	1.5708	4.70216	4.76379	0.6	1.5708	4.69035	-0.103931	0.6	1.5708	
-4.8014	4.57233	0.6	1.5708	4.5882	-5.15938	0.6	1.5708	-5.08993	-4.75884	0.6	1.5708	4.72173	4.79503	0.6	1.5708	4.72828	-0.0991449	0.6	1.5708	
-4.87312	4.63786	0.6	1.5708	4.66256	-5.14351	0.6	1.5708	-5.12193	-4.76684	0.6	1.5708	4.75338	4.82403	0.6	1.5708	4.69628	-0.123145	0.6	1.5708	
-4.9385	4.69429	0.6	1.5708	4.69805	-5.11881	0.6	1.5708	-5.12593	-4.80684	0.6	1.5708	4.74538	4.78803	0.6	1.5708	4.72903	-0.134516	0.6	1.5708	
-4.9745	4.65429	0.6	1.5708	4.73044	-5.11905	0.6	1.5708	-5.16593	-4.83484	0.6	1.5708	4.79231	4.79442	0.6	1.5708	4.72503	-0.150516	0.6	1.5708	
-4.9836	4.69543	0.6	1.5708	4.70244	-5.12705	0.6	1.5708	-5.20593	-4.85484	0.6	1.5708	4.77631	4.77842	0.6	1.5708	4.70103	-0.190516	0.6	1.5708	
-5.0236	4.67143	0.6	1.5708	4.74595	-5.13364	0.6	1.5708	-5.22193	-4.86684	0.6	1.5708	4.75631	4.76242	0.6	1.5708	4.75682	-0.160413	0.6	1.5708	
-5.03088	4.70514	0.6	1.5708	4.73795	-5.16564	0.6	1.5708	-5.22593	-4.87084	0.6	1.5708	4.78905	4.76994	0.6	1.5708	4.72482	-0.172413	0.6	1.5708	
-5.04688	4.66915	0.6	1.5708	4.70995	-5.19764	0.6	1.5708	-5.26193	-4.89084	0.6	1.5708	4.78505	4.76594	0.6	1.5708	4.74386	-0.16193	0.6	1.5708	
-5.0415	4.69932	0.6	1.5708	4.72796	-5.17011	0.6	1.5708	-5.28193	-4.89884	0.6	1.5708	4.81604	4.77275	0.6	1.5708	4.71986	-0.16993	0.6	1.5708	
-5.0815	4.67532	0.6	1.5708	4.75037	-5.14009	0.6	1.5708	-5.29793	-4.93484	0.6	1.5708	4.77604	4.74875	0.6	1.5708	4.74388	-0.167944	0.6	1.5708	
-5.0972	4.70025	0.6	1.5708	4.73037	-5.16009	0.6	1.5708	-5.32993	-4.93884	0.6	1.5708	4.78083	4.767	0.6	1.5708	4.73588	-0.195944	0.6	1.5708	
-5.1052	4.66025	0.6	1.5708	4.70637	-5.20009	0.6	1.5708	-5.26794	-4.98708	0.6	1.5708	4.82066	4.7976	0.6	1.5708	4.75671	-0.176755	0.6	1.5708	
-5.10816	4.7042	0.6	1.5708	4.76109	-5.16407	0.6	1.5708	-5.29594	-5.00308	0.6	1.5708	4.78066	4.7776	0.6	1.5708	4.71671	-0.208755	0.6	1.5708	
-5.11216	4.6802	0.6	1.5708	4.73309	-5.18407	0.6	1.5708	-5.33194	-5.01508	0.6	1.5708	4.75666	4.7496	0.6	1.5708	4.73737	-0.191004	0.6	1.5708	
-5.10573	4.74016	0.6	1.5708	4.76248	-5.17926	0.6	1.5708	-5.29755	-5.02806	0.6	1.5708	4.78133	4.76368	0.6	1.5708	4.75789	-0.160803	0.6	1.5708	
-5.11373	4.73616	0.6	1.5708	4.73048	-5.18726	0.6	1.5708	-5.30555	-5.03606	0.6	1.5708	4.80906	4.80294	0.6	1.5708	4.72989	-0.168803	0.6	1.5708	
-5.14173	4.70816	0.6	1.5708	4.75638	-5.1578	0.6	1.5708	-5.34555	-5.06006	0.6	1.5708	4.79706	4.78694	0.6	1.5708	4.77591	-0.139043	0.6	1.5708	
-5.15338	4.75053	0.6	1.5708	4.74838	-5.1698	0.6	1.5708	-5.28044	-5.08805	0.6	1.5708	4.76906	4.75894	0.6	1.5708	4.74791	-0.151043	0.6	1.5708	
-5.18138	4.71853	0.6	1.5708	4.73238	-5.1898	0.6	1.5708	-5.31244	-5.10405	0.6	1.5708	4.79525	4.79916	0.6	1.5708	4.73591	-0.155043	0.6	1.5708	
-5.16111	4.73482	0.6	1.5708	4.7619	-5.18784	0.6	1.5708	-5.28995	-5.10724	0.6	1.5708	4.78725	4.78716	0.6	1.5708	4.69591	-0.163043	0.6	1.5708	
-5.17711	4.70282	0.6	1.5708	4.7379	-5.19984	0.6	1.5708	-5.29395	-5.13524	0.6	1.5708	4.78325	4.75516	0.6	1.5708	4.74873	-0.158434	0.6	1.5708	
-5.18168	4.72626	0.6	1.5708	4.77832	-5.16788	0.6	1.5708	-5.23916	-5.14419	0.6	1.5708	4.8066	4.78012	0.6	1.5708	4.74473	-0.190434	0.6	1.5708	
-5.16535	4.76901	0.6	1.5708	4.75432	-5.17188	0.6	1.5708	-5.24316	-5.16819	0.6	1.5708	4.7866	4.77612	0.6	1.5708	4.76779	-0.172347	0.6	1.5708	
